No.,都道府県,自治体,親の年代,性別,子どもの数,妊娠中,未就学(保育園、幼稚園等),小学生,中学生,高校生,大学生・大学院生,就職・その他,子ども世代,意見,備考,,,,,,,,,,,,
1087,埼玉県,さいたま市,50〜59歳,女性,1,0,0,0,0,1,0,,高校生 ,子供に障害があり、児童デイに通っています。18歳以降は障害のあるひとたちの居場所が、極端に少なくなるので、障害のある人の居場所のひとつとして児童デイ継続または適度なしくみを作ってはしい。,仲間と過ごす余暇のチャンスが必要です。,,,,,,,,,,,,
1088,広島県,広島市,30〜39歳,女性,0,0,0,0,0,0,0,,,子どもを育てるのにお金も時間もかかる。たくさん働きたいが、どうがんばっても産前と同様には時間がとれず稼ぎも少なくなる。全体の賃金を上げて少しでも生活しやすくして欲しい。税負担を減らして欲しい。一時的な支援や条件付きの支援をせず全員一律に恩恵が受けられるような政治をしてほしい。,子供のことを考えながら政治をしてほしい。,,,,,,,,,,,,
1089,千葉県,,30〜39歳,男性,0,0,0,0,0,0,0,,,"公共の保育教育の現場にもっと人員を増やしてほしいです
そしてPTAなど、保護者に負担の大きい制度を無くしてほしいです",,,,,,,,,,,,,
1090,埼玉県,狭山市,40〜49歳,女性,0,0,0,0,0,0,0,,,保育士が決められた定数勤務しているが、保育以外の業務が多く見受けられる。子供が十分にケアされていない。,不妊治療で授からなかった時は悲しかったが、死人が出るような問題の多い教育業界に関わらなくて済むのはラッキーだとも思っていた。実際子育てを通じて教育業界に関わると嫌な思いをしたり見聞きする事が増えた。特に公は人が足りておらず、親の収入で学校が選べる子供と公立しか選べない子供とで格差が生まれるのは当然だと感じる。,,,,,,,,,,,,
1091,東京都,品川区,40〜49歳,男性,0,0,0,0,0,0,0,,,引っ越しで区が変わる時に事前に保活ができないこと,,,,,,,,,,,,,
1092,大阪府,大阪市,40〜49歳,女性,0,0,0,0,0,0,0,,,"子どもを育てるお金、預ける場所、手伝ってくれる人に事欠く家庭が多いです。
家庭に余裕がなく、トイレの自立から各教科の学習に至るまで親がサポートできない状態の世帯が増えています。
また、保育園幼稚園こども園の保育士の賃金が低すぎます。人が集まらず、子どもの健やかな育ちが保障されません。国として恥ずべきことだと思います。
幼児期の保育・教育は学童期よりも更に重要で、ここに予算を割くことはリターンも大きいはずです。
ぜひ、子どもと子育てにもっともっとお金をかけてほしいです。",自分自身に子どもはいませんが、子どもに関わる施設で働いています,,,,,,,,,,,,
1093,広島県,広島県広島市安佐南区,30〜39歳,女性,0,0,0,0,0,0,0,,,保育園の入園をスムーズにして欲しいです。特に子供の多い地域なので困っています。,,,,,,,,,,,,,
1094,愛知県,名古屋市,30〜39歳,女性,0,0,0,0,0,0,0,,,時短勤務が約3年程度しかできず、勤務を続けるならパート勤務になるという選択肢が有力であること。正社員としてのキャリアを中断せざるを得ないこと。それがほぼ女性だけに起りうるという前提になっていること。,,,,,,,,,,,,,
1095,愛知県,,30〜39歳,女性,0,0,0,0,0,0,0,,,所得制限が本当におかしい。我が家は夫が子どもを持ったのが遅かったので収入が超過しているだけで、下の子が中学生のころに定年する。所得制限がかかっている世帯は同じような世帯が多いのではないかと思う。子どもに申し訳なく思う。,,,,,,,,,,,,,
1096,千葉県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"保育料が3歳から無償となっていますが、何故0,1,2歳は有償なのでしょう？金銭的余裕がないから0歳や1歳から預けて働かなければならないのに…。",,,,,,,,,,,,,
1097,千葉県,,30〜39歳,女性,0,0,0,0,0,0,0,,,育休が1年というのは短すぎます。せめて3歳になるまで、子供とじっくり向き合いたい。そして育休中からゆっくりと保育園に慣れさせ、母も子も穏やかな精神状態で復職したい。今の状態では、保育園内定！慣らし保育！泣き叫ぶ子供！かき乱される母の精神！ハイ復職！の、流れが電光石火すぎます。,,,,,,,,,,,,,
1098,京都府,京都市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,子ども手当に所得制限があること。これに限らず子ども関連の助成や給付には所得制限を設けるのを直ちにやめてほしい。金銭的制限さえなければ子供を産みたいと思っている人が2人目・3人目を躊躇するような制度を維持し続けたら、どれだけ人口が減るか見当もつかない。明石市ができていることがなぜ京都市や国にできないのか甚だ疑問。,,,,,,,,,,,,,
1099,東京都,武蔵野市,40〜49歳,女性,2,0,0,1,1,0,0,,小学生 中学生 ,"学用品として、合理性が低いものが残っている。費用もかかるし、場合によっては命に関わる。
1:防災頭巾(布地だけのもの)防災頭巾でなくヘルメットを常備してほしい。防災頭巾とセットになった製品も市販されている。未だに防災頭巾がまかり通っている。太平洋戦争当時から変わっていない。先生も国会議員もヘルメットなのにおかしい。
2:ランドセル　布バッグ、リュックOKにしてほしい。うん万円して親の鞄より高い。大人の通勤カバンもリュックになっている。自由度を上げてほしい。
3:制服　大人の制服もスカート廃止になったり、涼しい素材を取り入れているのに、制服だけ普通の布地、場合によってスカート固定になるのはおかしい。",,,,,,,,,,,,,
1100,山梨県,笛吹市,30〜39歳,女性,0,0,0,0,0,0,0,,,働いていないと保育園、子ども園に1歳の子どもを預けられない。,,,,,,,,,,,,,
1101,佐賀県,吉野ヶ里町,30〜39歳,女性,0,0,0,0,0,0,0,,,"・時短勤務にすると保育の優先順位が下がり保育園を退園しなければならなくなる。
・祖父母と同居するとやはり退園しなければならなくなる。
・下の子のために１年以上育休をとれば、上の子は退園しなければいけなくなる。
現状では、他に優先度が高い人がいるから当然かもしれません。しかし、実際は、時短勤務でも園に預けなければ仕事はできず、祖父母は高齢のため家で１日育児をするのは難しい。幼稚園への入園は３歳からしかできない上に、転園となると環境の変化が大きく子どもの精神的負担になる。
そのため育休は１年以内で切り上げ、時短勤務も同居も諦め、夫婦でフルタイム勤務を続け、連日延長保育を利用し、時間の余裕も気持ちの余裕もない。これでは保育園を利用するために苦しい環境に身を置いているようなものだが、他に選択肢がない。
もっと保育園の定員が増えれば、今よりも時間や気持ちに余裕のある環境で育児ができると思う。",,,,,,,,,,,,,
